"Date","Open","High","Low","Close","Adj.Close","Volume"
2021-05-04,2605,2617.949951,2571.550049,2587.149902,2507.383301,1058140
2021-05-05,2617,2617,2546.100098,2567.649902,2488.485107,1220186
2021-05-06,2579.850098,2581.850098,2528,2549.050049,2470.458252,1518119
2021-05-07,2555,2590,2541.5,2551.649902,2472.978027,1416102
2021-05-08,NA,NA,NA,2551.649902,NA,NA
2021-05-09,NA,NA,NA,2551.649902,NA,NA
2021-05-10,2589,2589,2542.149902,2556.949951,2478.114746,1526814
2021-05-11,2533,2562,2521.300049,2556.25,2477.436523,1168363
2021-05-12,2577,2588.949951,2530,2556.199951,2477.387695,2085630
2021-05-13,NA,NA,NA,2556.199951,NA,NA
2021-05-14,2620,2835.25,2601.550049,2774.5,2688.95752,10543708
2021-05-15,NA,NA,NA,2774.5,NA,NA
2021-05-16,NA,NA,NA,2774.5,NA,NA
2021-05-17,2782,2824.199951,2747.550049,2782.75,2696.952637,2134352
2021-05-18,2797,2845,2789,2821.800049,2734.799072,1328605
2021-05-19,2805.149902,2849,2798.649902,2815.850098,2729.032471,1219067
2021-05-20,2814,2845,2778.5,2794.100098,2707.953125,1211975
2021-05-21,2807,2854,2795,2832.5,2745.169189,1328308
2021-05-22,NA,NA,NA,2832.5,NA,NA
2021-05-23,NA,NA,NA,2832.5,NA,NA
2021-05-24,2846,2849,2808.199951,2819.199951,2732.279053,813091
2021-05-25,2836.899902,2922.649902,2822.75,2914.399902,2824.543945,2730112
2021-05-26,2939.850098,2947.899902,2910.399902,2941.600098,2850.905518,1250531
2021-05-27,2950,2965,2902.25,2949.350098,2858.416748,2415085
2021-05-28,2958.149902,2963.800049,2931.149902,2940.699951,2850.032959,711383
2021-05-29,NA,NA,NA,2940.699951,NA,NA
2021-05-30,NA,NA,NA,2940.699951,NA,NA
2021-05-31,2938,2989.949951,2936.100098,2977.5,2885.69873,2093635
2021-06-01,2965,2982.600098,2915.100098,2931,2840.63208,1194073
2021-06-02,2918.850098,2933.75,2877.149902,2903.699951,2814.173828,2067842
2021-06-03,2919.600098,2942,2904.050049,2935.350098,2844.8479,1404434
2021-06-04,2953,2990,2908,2924.899902,2834.720459,1509084
2021-06-05,NA,NA,NA,2924.899902,NA,NA
2021-06-06,NA,NA,NA,2924.899902,NA,NA
2021-06-07,2930,2941,2903.949951,2933.100098,2842.667236,802415
2021-06-08,2928,2944.25,2907.5,2926.25,2836.028564,762931
2021-06-09,2930.800049,2965,2919.600098,2943.550049,2852.795654,1340352
2021-06-10,2945,2959.300049,2920.649902,2950.600098,2873.783936,1344559
2021-06-11,2960,2971.600098,2938.600098,2956.25,2879.287109,878445
2021-06-12,NA,NA,NA,2956.25,NA,NA
2021-06-13,NA,NA,NA,2956.25,NA,NA
2021-06-14,2955.100098,2970,2916.5,2949.899902,2873.102295,746823
2021-06-15,2970,3050,2960.949951,3042.199951,2962.999268,2262031
2021-06-16,3029,3042.199951,3005.5,3018.699951,2940.111328,859505
2021-06-17,3017.949951,3073.949951,3000.5,3060.300049,2980.628662,1533864
2021-06-18,3061.550049,3077.800049,3016.050049,3047.199951,2967.869385,2293860
2021-06-19,NA,NA,NA,3047.199951,NA,NA
2021-06-20,NA,NA,NA,3047.199951,NA,NA
2021-06-21,3024.199951,3079.149902,3021.050049,3068.550049,2988.663574,720491
2021-06-22,3085,3092.850098,3004.199951,3010.800049,2932.416992,1199238
2021-06-23,3030,3030,2983.5,2987.350098,2909.577637,1009007
2021-06-24,2987.350098,3049.699951,2975.449951,3043.25,2964.022217,985596
2021-06-25,3030.199951,3053.5,2985,3003.899902,2925.696777,786964
2021-06-26,NA,NA,NA,3003.899902,NA,NA
2021-06-27,NA,NA,NA,3003.899902,NA,NA
2021-06-28,3024,3038.850098,2976.25,2982.949951,2905.291992,891695
2021-06-29,2989,3023.850098,2973.050049,3001.5,2923.359131,1242734
2021-06-30,2999,3030,2985.649902,2992.699951,2914.788086,924522
2021-07-01,3008,3026.899902,2997,3021.600098,2942.936035,848235
2021-07-02,3032.949951,3038.800049,2999.75,3005,2926.768066,805542
2021-07-03,NA,NA,NA,3005,NA,NA
2021-07-04,NA,NA,NA,3005,NA,NA
2021-07-05,3020,3050,3007.100098,3014.800049,2936.312988,863343
2021-07-06,3003,3029.5,2996,3002.5,2924.333008,762630
2021-07-07,3065,3069,3011.25,3040.100098,2960.954346,1234865
2021-07-08,3050,3059,3018.800049,3028.300049,2949.461182,907391
2021-07-09,3022,3039.149902,3007,3010.600098,2932.222412,547082
2021-07-10,NA,NA,NA,3010.600098,NA,NA
2021-07-11,NA,NA,NA,3010.600098,NA,NA
2021-07-12,3034.899902,3042.850098,2991.050049,2999.399902,2921.313477,765566
2021-07-13,3020,3021.100098,2985.350098,2993.850098,2915.908447,703484
2021-07-14,3003,3007.75,2984.199951,3001.949951,2923.797119,470744
2021-07-15,3010,3011,2971.100098,2983.600098,2905.925049,635535
2021-07-16,2994,3006,2965,2989.300049,2911.476807,1062548
2021-07-17,NA,NA,NA,2989.300049,NA,NA
2021-07-18,NA,NA,NA,2989.300049,NA,NA
2021-07-19,2989.300049,2999.699951,2965,2981.949951,2904.318115,837836
2021-07-20,2996,3179.5,2979.550049,3159.050049,3076.807373,6755922
2021-07-21,NA,NA,NA,3159.050049,NA,NA
2021-07-22,3130,3165,3090,3106.75,3025.868896,1982572
2021-07-23,3106,3129.600098,3078.050049,3083.75,3003.468018,815329
2021-07-24,NA,NA,NA,3083.75,NA,NA
2021-07-25,NA,NA,NA,3083.75,NA,NA
2021-07-26,3079.949951,3119,3051.199951,3061.199951,2981.505127,1136884
2021-07-27,3079.399902,3081.5,3021.300049,3028.649902,2949.802002,904289
2021-07-28,3030.350098,3033,2984,3004.100098,2925.891602,996594
2021-07-29,3004.100098,3039.949951,2990.300049,2997.449951,2919.414551,762683
2021-07-30,3008,3008.649902,2951.899902,2958.449951,2881.429932,1067423
2021-07-31,NA,NA,NA,2958.449951,NA,NA
2021-08-01,NA,NA,NA,2958.449951,NA,NA
2021-08-02,2985.600098,2986.800049,2960.649902,2974.050049,2896.623535,832285
2021-08-03,3020,3065,2994.199951,3027,2948.195313,2433031
2021-08-04,3040.600098,3053.300049,3012,3018.600098,2940.013916,659295
2021-08-05,3034,3040,2980.050049,2988.399902,2910.600098,693694
2021-08-06,2995,3001,2961.449951,2966.449951,2889.221436,744159
2021-08-07,NA,NA,NA,2966.449951,NA,NA
2021-08-08,NA,NA,NA,2966.449951,NA,NA
2021-08-09,2994.649902,3015,2973.050049,2992.550049,2914.642334,825462
2021-08-10,2998,3008.300049,2960.550049,2977.149902,2899.642822,724335
2021-08-11,2987.399902,3001.449951,2952.550049,2972.600098,2895.21167,987941
2021-08-12,2974,2985.25,2958,2975.5,2898.035889,438552
2021-08-13,2980.899902,3002,2973.100098,2988.699951,2910.89209,572250
2021-08-14,NA,NA,NA,2988.699951,NA,NA
